timestamp,d,y,p,r,a_x,a_y,a_z
15:21:56.944,82,-147.55,24.67,-10.88,321,1079,-4097
15:21:57.049,84,-147.29,24.71,-10.88,342,1079,-4103
15:21:57.122,88,-147.05,24.68,-10.92,357,1089,-4168
15:21:57.225,93,-146.80,24.65,-10.94,349,1101,-4223
15:21:57.326,89,-146.52,24.65,-10.93,312,1077,-4199
15:21:57.468,92,-136.57,26.38,-10.36,87,893,-4310
15:21:57.574,95,-136.35,26.36,-10.30,147,898,-4276
15:21:57.644,92,-136.14,26.30,-10.26,247,925,-4231
15:21:57.752,96,-135.92,26.23,-10.20,294,951,-4211
15:21:57.863,93,-135.67,26.19,-10.16,326,961,-4136
15:21:57.972,91,-127.40,25.48,-8.73,252,1050,-4184
15:21:58.081,93,-127.14,25.41,-8.70,200,1021,-4205
15:21:58.190,89,-126.88,25.37,-8.65,135,1005,-4304
15:21:58.258,84,-126.60,25.32,-8.54,102,979,-4353
15:21:58.366,85,-126.31,25.30,-8.41,141,958,-4291
15:21:58.507,82,-123.44,23.69,-8.20,411,1031,-4189
15:21:58.580,81,-123.41,23.70,-8.30,404,1036,-4188
15:21:58.686,80,-123.40,23.68,-8.39,358,1075,-4272
15:21:58.798,80,-123.39,23.60,-8.44,333,1096,-4313
15:21:58.940,75,-124.90,21.01,-10.23,167,1109,-4411
15:21:59.009,74,-124.97,20.86,-10.24,138,1051,-4295
15:21:59.110,69,-125.02,20.78,-10.29,91,978,-4194
15:21:59.218,72,-125.08,20.78,-10.36,0,901,-4189
15:21:59.290,72,-125.15,20.80,-10.40,-69,853,-4231
15:21:59.464,69,-129.85,19.91,-10.80,-40,1092,-4207
15:21:59.531,70,-130.00,19.94,-10.75,-52,1061,-4118
15:21:59.632,68,-130.18,19.97,-10.71,-31,1045,-4066
15:21:59.737,63,-130.37,19.99,-10.72,-14,1044,-4037
15:21:59.843,67,-130.59,19.99,-10.74,15,1054,-4098
15:21:59.983,72,-135.58,21.73,-12.36,94,1155,-4024
15:22:00.051,82,-135.59,21.86,-12.45,97,1190,-4108
15:22:00.156,79,-135.61,21.98,-12.51,115,1183,-4187
15:22:00.260,83,-135.61,22.08,-12.56,106,1163,-4215
15:22:00.334,84,-135.60,22.18,-12.61,90,1137,-4252
15:22:00.473,83,-132.07,24.16,-12.88,-111,1226,-4248
15:22:00.573,88,-131.77,24.28,-12.83,-103,1178,-4163
15:22:00.683,90,-131.48,24.36,-12.87,-149,1143,-4198
15:22:00.755,88,-131.22,24.41,-12.94,-175,1165,-4278
15:22:00.861,91,-130.97,24.45,-12.96,-222,1199,-4346
15:22:01.001,91,-122.60,26.07,-11.21,-106,1188,-4282
15:22:01.107,91,-122.35,26.05,-11.15,-91,1189,-4225
15:22:01.175,89,-122.08,26.06,-11.11,-74,1185,-4166
15:22:01.287,91,-121.82,26.05,-11.10,-86,1139,-4160
15:22:01.357,90,-121.56,26.06,-11.10,-105,1107,-4226
15:22:01.503,89,-113.61,25.50,-10.01,-124,1136,-4341
15:22:01.609,89,-113.34,25.44,-9.94,-142,1154,-4384
15:22:01.710,85,-113.05,25.38,-9.87,-139,1181,-4379
15:22:01.782,85,-112.76,25.32,-9.80,-162,1183,-4378
15:22:01.891,82,-112.48,25.24,-9.73,-158,1199,-4397
15:22:02.107,74,-106.10,20.52,-7.22,-396,1008,-4289
15:22:02.175,70,-106.09,20.38,-7.19,-395,997,-4329
15:22:02.279,70,-106.09,20.19,-7.14,-389,978,-4367
15:22:02.382,68,-106.12,19.97,-7.06,-339,994,-4280
15:22:02.450,74,-106.18,19.72,-7.02,-242,1015,-4164
15:22:02.590,70,-107.16,16.80,-8.54,-136,1556,-4335
15:22:02.699,70,-107.16,16.73,-8.62,-193,1627,-4430
15:22:02.807,68,-107.15,16.66,-8.67,-230,1676,-4572
15:22:02.878,73,-107.13,16.59,-8.69,-242,1705,-4643
15:22:03.022,66,-108.34,16.01,-8.24,-374,1263,-4442
15:22:03.131,65,-108.51,15.90,-8.18,-398,1258,-4438
15:22:03.201,66,-108.64,15.87,-8.09,-386,1209,-4333
15:22:03.306,65,-108.76,15.91,-8.04,-359,1154,-4219
15:22:03.415,65,-108.92,15.96,-8.04,-349,1140,-4206
15:22:03.556,63,-115.18,17.56,-8.87,-432,910,-3998
15:22:03.627,66,-115.47,17.60,-8.95,-366,1007,-3962
15:22:03.736,67,-115.72,17.65,-9.09,-289,1069,-4010
15:22:03.809,74,-115.96,17.71,-9.24,-298,1064,-4108
15:22:03.916,74,-116.18,17.80,-9.36,-320,1010,-4219
15:22:04.126,78,-117.55,20.57,-12.74,-208,1375,-4129
15:22:04.201,82,-117.42,20.56,-12.90,-316,1332,-4184
15:22:04.307,85,-117.25,20.64,-12.98,-377,1389,-4347
15:22:04.413,92,-116.98,20.79,-12.94,-424,1437,-4470
15:22:04.484,91,-116.63,21.01,-12.80,-446,1430,-4396
15:22:04.623,91,-109.63,23.50,-13.63,-469,1227,-4463
15:22:04.729,91,-109.21,23.61,-13.50,-477,1169,-4477
15:22:04.835,89,-108.74,23.78,-13.31,-471,1090,-4434
15:22:04.904,95,-108.28,23.95,-13.12,-461,1057,-4348
15:22:05.046,92,-97.94,25.56,-10.89,-691,877,-4456
15:22:05.153,88,-97.45,25.74,-10.71,-666,911,-4422
15:22:05.228,90,-97.03,25.79,-10.60,-601,1017,-4438
15:22:05.331,88,-96.65,25.70,-10.55,-580,1129,-4511
15:22:05.434,84,-96.24,25.61,-10.48,-666,1087,-4592
15:22:05.574,89,-95.46,21.66,-10.54,-296,1300,-4381
15:22:05.679,87,-95.69,21.30,-10.74,-266,1328,-4343
15:22:05.748,88,-95.85,21.03,-10.89,-265,1223,-4271
15:22:05.857,91,-95.98,20.86,-11.02,-259,1089,-4209
